0.0	-1.0	-0.1999598890542984
1e-06	-0.9996863726903522	-0.1998972161213557
2e-06	-0.9993727453807044	-0.19983454318841298
3e-06	-0.9990591180710566	-0.19977187025547027
4e-06	-0.9987454907614087	-0.19970919732252757
4.9999999999999996e-06	-0.9984318634517609	-0.19964652438958488
6e-06	-0.9981182361421131	-0.19958385145664218
7e-06	-0.9978046088324654	-0.19952117852369947
8e-06	-0.9974909815228176	-0.19945850559075676
9e-06	-0.9971773542131698	-0.19939583265781405
9.999999999999999e-06	-0.996863726903522	-0.19933315972487134
1.1e-05	-0.9965500995938741	-0.19927048679192863
1.2e-05	-0.9962364722842263	-0.19920781385898592
1.3e-05	-0.9959228449745785	-0.1991451409260432
1.4e-05	-0.9956092176649307	-0.19908246799310053
1.4999999999999999e-05	-0.9952955903552829	-0.19901979506015782
1.6e-05	-0.9949819630456351	-0.1989571221272151
1.7e-05	-0.9946683357359873	-0.1988944491942724
1.8e-05	-0.9943547084263396	-0.1988317762613297
1.8999999999999998e-05	-0.9940410811166916	-0.198769103328387
1.9999999999999998e-05	-0.9937274538070439	-0.19870643039544428
2.1e-05	-0.9934138264973961	-0.19864375746250157
2.2e-05	-0.9931001991877483	-0.19858108452955886
2.3e-05	-0.9927865718781005	-0.19851841159661615
2.4e-05	-0.9924729445684527	-0.19845573866367347
2.4999999999999998e-05	-0.9921593172588049	-0.19839306573073076
2.6e-05	-0.991845689949157	-0.19833039279778805
2.7e-05	-0.9915320626395092	-0.19826771986484534
2.8e-05	-0.9912184353298614	-0.19820504693190263
2.9e-05	-0.9909048080202136	-0.19814237399895993
2.9999999999999997e-05	-0.9905911807105658	-0.19807970106601722
3.1e-05	-0.990277553400918	-0.1980170281330745
3.2e-05	-0.9899639260912703	-0.1979543552001318
3.2999999999999996e-05	-0.9896502987816225	-0.19789168226718912
3.4e-05	-0.9893366714719746	-0.1978290093342464
3.5e-05	-0.9890230441623268	-0.1977663364013037
3.6e-05	-0.988709416852679	-0.197703663468361
3.7e-05	-0.9883957895430312	-0.19764099053541828
3.7999999999999995e-05	-0.9880821622333834	-0.19757831760247557
3.9e-05	-0.9877685349237356	-0.19751564466953286
3.9999999999999996e-05	-0.9874549076140878	-0.19745297173659015
4.1e-05	-0.9871412803044399	-0.19739029880364745
4.2e-05	-0.9868276529947921	-0.19732762587070474
4.2999999999999995e-05	-0.9865140256851443	-0.19726495293776206
4.4e-05	-0.9862003983754966	-0.19720228000481935
4.4999999999999996e-05	-0.9858867710658488	-0.19713960707187664
4.6e-05	-0.985573143756201	-0.19707693413893393
4.7e-05	-0.9852595164465532	-0.19701426120599122
4.8e-05	-0.9849458891369053	-0.1969515882730485
4.9e-05	-0.9846322618272575	-0.1968889153401058
4.9999999999999996e-05	-0.9843186345176097	-0.1968262424071631
5.1e-05	-0.9840050072079619	-0.19676356947422038
5.2e-05	-0.9836913798983141	-0.1967008965412777
5.3e-05	-0.9833777525886663	-0.196638223608335
5.4e-05	-0.9830641252790185	-0.19657555067539229
5.4999999999999995e-05	-0.9827504979693706	-0.19651287774244958
5.6e-05	-0.9824368706597228	-0.19645020480950687
5.6999999999999996e-05	-0.9821232433500751	-0.19638753187656416
5.8e-05	-0.9818096160404273	-0.19632485894362145
5.9e-05	-0.9814959887307795	-0.19626218601067874
5.9999999999999995e-05	-0.9811823614211317	-0.19619951307773603
6.1e-05	-0.9808687341114839	-0.19613684014479335
6.2e-05	-0.9805551068018361	-0.19607416721185064
6.3e-05	-0.9802414794921882	-0.19601149427890793
6.4e-05	-0.9799278521825404	-0.19594882134596522
6.5e-05	-0.9796142248728926	-0.19588614841302252
6.599999999999999e-05	-0.9793005975632448	-0.1958234754800798
6.7e-05	-0.978986970253597	-0.1957608025471371
