0.0	-1.0
1e-06	-0.9996865963626218
2e-06	-0.9993731927252435
3e-06	-0.9990597890878653
4e-06	-0.998746385450487
4.9999999999999996e-06	-0.9984329818131088
6e-06	-0.9981195781757305
7e-06	-0.9978061745383523
8e-06	-0.997492770900974
9e-06	-0.9971793672635958
9.999999999999999e-06	-0.9968659636262175
1.1e-05	-0.9965525599888393
1.2e-05	-0.996239156351461
1.3e-05	-0.9959257527140828
1.4e-05	-0.9956123490767045
1.4999999999999999e-05	-0.9952989454393263
1.6e-05	-0.994985541801948
1.7e-05	-0.9946721381645698
1.8e-05	-0.9943587345271915
1.8999999999999998e-05	-0.9940453308898133
1.9999999999999998e-05	-0.9937319272524351
2.1e-05	-0.9934185236150568
2.2e-05	-0.9931051199776786
2.3e-05	-0.9927917163403003
2.4e-05	-0.9924783127029221
2.4999999999999998e-05	-0.9921649090655438
2.6e-05	-0.9918515054281656
2.7e-05	-0.9915381017907873
2.8e-05	-0.9912246981534091
2.9e-05	-0.9909112945160308
2.9999999999999997e-05	-0.9905978908786526
3.1e-05	-0.9902844872412743
3.2e-05	-0.9899710836038961
3.2999999999999996e-05	-0.9896576799665178
3.4e-05	-0.9893442763291396
3.5e-05	-0.9890308726917613
3.6e-05	-0.9887174690543831
3.7e-05	-0.9884040654170048
3.7999999999999995e-05	-0.9880906617796266
3.9e-05	-0.9877772581422483
3.9999999999999996e-05	-0.9874638545048701
4.1e-05	-0.9871504508674919
4.2e-05	-0.9868370472301136
4.2999999999999995e-05	-0.9865236435927354
4.4e-05	-0.9862102399553571
4.4999999999999996e-05	-0.9858968363179789
4.6e-05	-0.9855834326806006
4.7e-05	-0.9852700290432224
4.8e-05	-0.984956625405844
4.9e-05	-0.9846432217684659
4.9999999999999996e-05	-0.9843298181310876
5.1e-05	-0.9840164144937094
5.2e-05	-0.983703010856331
5.3e-05	-0.9833896072189529
5.4e-05	-0.9830762035815745
5.4999999999999995e-05	-0.9827627999441964
